input,output
"turn on the ac to 22°C in the dining_room and switch off the fan in the kitchen and I want the ac at 23°C in the bedroom. and set the lights to warm in the kitchen, thanks.","{""bedroom"": {""ac"": ""23\u00b0C""}, ""dining_room"": {""ac"": ""22\u00b0C""}, ""kitchen"": {""fan"": ""off"", ""lights"": ""warm""}}"
"Hey home, Hey, turn on the lights in the kitchen please., then activate the tv in the hall thanks.","{""hall"": {""tv"": ""on""}, ""kitchen"": {""lights"": ""on""}}"
Please turn off the lights in the bedroom.,"{""bedroom"": {""lights"": ""off""}}"
"Hey, stop the lights in the bathroom and in the balcony, set lights to warm","{""balcony"": {""lights"": ""warm""}, ""bathroom"": {""lights"": ""off""}}"
"Hey home, Hey, turn on the fan in the kitchen please. and adjust the lights to dim in the hall thanks.","{""hall"": {""lights"": ""dim""}, ""kitchen"": {""fan"": ""on""}}"
"Can you switch on the fan in the kitchen, then I want the lights in the hall off. thanks.","{""hall"": {""lights"": ""off""}, ""kitchen"": {""fan"": ""on""}}"
turn on the geyser in the bathroom,"{""bathroom"": {""geyser"": ""on""}}"
"Hey, disable the fan in the dining_room & turn the lights to bright in the bathroom.","{""bathroom"": {""lights"": ""bright""}, ""dining_room"": {""fan"": ""off""}}"
I want to in the kitchen turn on the exhaust & deactivate the lights in the balcony & turn the lights to bright in the bedroom please. now.,"{""balcony"": {""lights"": ""off""}, ""bedroom"": {""lights"": ""bright""}, ""kitchen"": {""exhaust"": ""on""}}"
Turn on party mode.,"{""dining_room"": {""lights"": ""bright""}, ""hall"": {""lights"": ""bright""}, ""kitchen"": {""lights"": ""on""}, ""living_room"": {""fan"": ""on"", ""lights"": ""bright"", ""music_system"": ""party"", ""tv"": ""on""}}"
"Can you Hey home, turn off the ac in the dining_room., also Set the computer to on in the study_room., also power off the lights in the kitchen please.","{""dining_room"": {""ac"": ""off""}, ""kitchen"": {""lights"": ""off""}, ""study_room"": {""computer"": ""on""}}"
"in the bedroom, set lights to dim","{""bedroom"": {""lights"": ""dim""}}"
Can you activate the exhaust in the kitchen? & activate the fan in the study_room & shut off the lights in the dining_room please.,"{""dining_room"": {""lights"": ""off""}, ""kitchen"": {""exhaust"": ""on""}, ""study_room"": {""fan"": ""on""}}"
turn the lights to bright in the balcony,"{""balcony"": {""lights"": ""bright""}}"
in the dining_room turn off the fan,"{""dining_room"": {""fan"": ""off""}}"
I want to switch the dining_room lights to bright and start the fan in the dining_room and stop the tv in the hall,"{""dining_room"": {""fan"": ""on"", ""lights"": ""bright""}, ""hall"": {""tv"": ""off""}}"
I want to deactivate the geyser in the bathroom; play loud music in the living_room now.,"{""bathroom"": {""geyser"": ""off""}, ""living_room"": {""music_system"": ""loud""}}"
Please play soft music in the living_room and in the kitchen turn off the lights and start the tv in the hall now.,"{""hall"": {""tv"": ""on""}, ""kitchen"": {""lights"": ""off""}, ""living_room"": {""music_system"": ""soft""}}"
switch on the fan in the bedroom,"{""bedroom"": {""fan"": ""on""}}"
switch off the lights in the kitchen,"{""kitchen"": {""lights"": ""off""}}"
"Please open the bedroom blinds. & fire up the tv in the hall & in the dining_room, set ac to 20°C & shut off the lights in the balcony.","{""balcony"": {""lights"": ""off""}, ""bedroom"": {""blinds"": ""open""}, ""dining_room"": {""ac"": ""20\u00b0C""}, ""hall"": {""tv"": ""on""}}"
"Hey, open the blinds in the balcony please., also Could you turn off the geyser in the bathroom?","{""balcony"": {""blinds"": ""open""}, ""bathroom"": {""geyser"": ""off""}}"
"Could you I want bright lights in the dining_room., then open the blinds in the bedroom now.","{""bedroom"": {""blinds"": ""open""}, ""dining_room"": {""lights"": ""bright""}}"
Please open the balcony blinds.,"{""balcony"": {""blinds"": ""open""}}"
"Hey, open the blinds in the bedroom please.","{""bedroom"": {""blinds"": ""open""}}"
Please set kitchen lights to warm.,"{""kitchen"": {""lights"": ""warm""}}"
"Kindly Hey home, turn off the lights in the kitchen. & turn on the lights in the bedroom please. now.","{""bedroom"": {""lights"": ""on""}, ""kitchen"": {""lights"": ""off""}}"
"Hey, we're having dinner.","{""dining_room"": {""ac"": ""23\u00b0C"", ""fan"": ""on"", ""lights"": ""warm""}, ""kitchen"": {""exhaust"": ""on"", ""lights"": ""on""}, ""living_room"": {""music_system"": ""soft""}}"
"Please Hey home, turn off the exhaust in the bathroom., also set the ac to 19°C in the bedroom","{""bathroom"": {""exhaust"": ""off""}, ""bedroom"": {""ac"": ""19\u00b0C""}}"
Could you Could you set the lights in the living_room to warm? & I want the lights in the study_room on. & Set the music_system to off in the living_room. & open the blinds in the balcony now.,"{""balcony"": {""blinds"": ""open""}, ""living_room"": {""lights"": ""warm"", ""music_system"": ""off""}, ""study_room"": {""lights"": ""on""}}"
set the ac to 25°C in the bedroom,"{""bedroom"": {""ac"": ""25\u00b0C""}}"
Could you turn off the ac in the dining_room?,"{""dining_room"": {""ac"": ""off""}}"
stop the fan in the bedroom,"{""bedroom"": {""fan"": ""off""}}"
"Hey, shut off the fan in the study_room; Could you set the lights in the dining_room to bright? please. now.","{""dining_room"": {""lights"": ""bright""}, ""study_room"": {""fan"": ""off""}}"
"Hey home, set the lights to dim in the dining_room; switch the bathroom lights to bright; Please open the balcony blinds. thanks.","{""balcony"": {""blinds"": ""open""}, ""bathroom"": {""lights"": ""bright""}, ""dining_room"": {""lights"": ""dim""}}"
Could you open the blinds in the balcony?,"{""balcony"": {""blinds"": ""open""}}"
I need to adjust the ac to 19°C in the dining_room; Please turn off the tv in the hall.,"{""dining_room"": {""ac"": ""19\u00b0C""}, ""hall"": {""tv"": ""off""}}"
"I need to Could you set the lights in the balcony to dim?; Could you open the blinds in the bedroom?; Hey, turn off the fan in the kitchen please. please. now.","{""balcony"": {""lights"": ""dim""}, ""bedroom"": {""blinds"": ""open""}, ""kitchen"": {""fan"": ""off""}}"
I want warm lights in the kitchen.,"{""kitchen"": {""lights"": ""warm""}}"
"Hey home, I want dim lights in the dining_room., then in the hall, switch on the tv please. now.","{""dining_room"": {""lights"": ""dim""}, ""hall"": {""tv"": ""on""}}"
"Please close the balcony blinds. & in the dining_room, set ac to 24°C please. now.","{""balcony"": {""blinds"": ""close""}, ""dining_room"": {""ac"": ""24\u00b0C""}}"
"Hey, turn off the lights in the balcony please.","{""balcony"": {""lights"": ""off""}}"
"Kindly enable the exhaust in the kitchen, also in the bedroom, switch on the fan please. now.","{""bedroom"": {""fan"": ""on""}, ""kitchen"": {""exhaust"": ""on""}}"
"switch the hall lights to bright and in the balcony, set lights to bright, thanks.","{""balcony"": {""lights"": ""bright""}, ""hall"": {""lights"": ""bright""}}"
"I want to in the bathroom turn off the exhaust and in the kitchen, set lights to bright please. now.","{""bathroom"": {""exhaust"": ""off""}, ""kitchen"": {""lights"": ""bright""}}"
"Please Could you put medium music on in the living_room? and Hey home, turn off the lights in the hall., thanks.","{""hall"": {""lights"": ""off""}, ""living_room"": {""music_system"": ""medium""}}"
"I need to Hey, open the blinds in the balcony please., then Hey home, turn on the tv in the hall.","{""balcony"": {""blinds"": ""open""}, ""hall"": {""tv"": ""on""}}"
"Hey home, deactivate the lights in the kitchen and Kindly turn on the geyser in the bathroom. please. now.","{""bathroom"": {""geyser"": ""on""}, ""kitchen"": {""lights"": ""off""}}"
"Please turn the lights to dim in the balcony, then Could you set the lights in the hall to bright?, then turn on the tv in the hall, thanks.","{""balcony"": {""lights"": ""dim""}, ""hall"": {""lights"": ""bright"", ""tv"": ""on""}}"
Kindly open the blinds in the balcony & switch off the exhaust in the kitchen.,"{""balcony"": {""blinds"": ""open""}, ""kitchen"": {""exhaust"": ""off""}}"
Activate night mode.,"{""bedroom"": {""ac"": ""22\u00b0C"", ""blinds"": ""close"", ""fan"": ""on"", ""lights"": ""off""}, ""hall"": {""lights"": ""off""}, ""kitchen"": {""lights"": ""off""}, ""living_room"": {""lights"": ""off"", ""tv"": ""off""}}"
"in the bedroom, open the blinds","{""bedroom"": {""blinds"": ""open""}}"
"Hey, in the living_room, set lights to dim; in the bedroom, set ac to 23°C; activate the fan in the living_room.","{""bedroom"": {""ac"": ""23\u00b0C""}, ""living_room"": {""fan"": ""on"", ""lights"": ""dim""}}"
"Can you activate the tv in the hall, then turn the lights to bright in the bathroom, then power on the fan in the bedroom, then Could you set the ac in the bedroom to 24°C?","{""bathroom"": {""lights"": ""bright""}, ""bedroom"": {""ac"": ""24\u00b0C"", ""fan"": ""on""}, ""hall"": {""tv"": ""on""}}"
"Please Hey, open the blinds in the bedroom please.; Set the exhaust to on in the bathroom. please. now.","{""bathroom"": {""exhaust"": ""on""}, ""bedroom"": {""blinds"": ""open""}}"
Please turn off the fan in the living_room.,"{""living_room"": {""fan"": ""off""}}"
"Hey home, I want bright lights in the kitchen., also Hey home, turn on the exhaust in the bathroom., also open the blinds in the balcony please. now.","{""balcony"": {""blinds"": ""open""}, ""bathroom"": {""exhaust"": ""on""}, ""kitchen"": {""lights"": ""bright""}}"
"Hey, Hey, open the blinds in the bedroom please. & Could you set the ac in the dining_room to 19°C? & I want the geyser in the bathroom on. & set the lights to bright in the living_room","{""bathroom"": {""geyser"": ""on""}, ""bedroom"": {""blinds"": ""open""}, ""dining_room"": {""ac"": ""19\u00b0C""}, ""living_room"": {""lights"": ""bright""}}"
"Kindly turn the lights to warm in the balcony; shut off the lights in the hall; power off the tv in the living_room, thanks.","{""balcony"": {""lights"": ""warm""}, ""hall"": {""lights"": ""off""}, ""living_room"": {""tv"": ""off""}}"
Set up relax mode.,"{""bedroom"": {""ac"": ""23\u00b0C"", ""lights"": ""dim""}, ""living_room"": {""fan"": ""on"", ""lights"": ""warm"", ""music_system"": ""relax""}}"
Kindly adjust the lights to dim in the balcony & in the hall turn off the lights & Please turn on the tv in the living_room. thanks.,"{""balcony"": {""lights"": ""dim""}, ""hall"": {""lights"": ""off""}, ""living_room"": {""tv"": ""on""}}"
Set everything for sleep.,"{""bedroom"": {""ac"": ""22\u00b0C"", ""blinds"": ""close"", ""fan"": ""on"", ""lights"": ""off""}, ""hall"": {""lights"": ""off""}, ""kitchen"": {""lights"": ""off""}, ""living_room"": {""lights"": ""off"", ""tv"": ""off""}}"
Please set the ac to 24°C in the dining_room.,"{""dining_room"": {""ac"": ""24\u00b0C""}}"
Home office setup.,"{""dining_room"": {""ac"": ""23\u00b0C""}, ""kitchen"": {""lights"": ""on""}, ""study_room"": {""computer"": ""on"", ""fan"": ""on"", ""lights"": ""bright""}}"
Kindly turn off the fan in the bedroom.,"{""bedroom"": {""fan"": ""off""}}"
"Hey home, turn on the fan in the kitchen.","{""kitchen"": {""fan"": ""on""}}"
"Kindly Kindly turn off the lights in the hall., also Set the fan to off in the bedroom. please.","{""bedroom"": {""fan"": ""off""}, ""hall"": {""lights"": ""off""}}"
"Can you Please turn on the fan in the kitchen., also turn the lights to dim in the balcony, also I want the geyser in the bathroom on., also I want the ac in the dining_room on.","{""balcony"": {""lights"": ""dim""}, ""bathroom"": {""geyser"": ""on""}, ""dining_room"": {""ac"": ""on""}, ""kitchen"": {""fan"": ""on""}}"
"Hey, make the hall lights dim.","{""hall"": {""lights"": ""dim""}}"
Could you Kindly turn off the tv in the living_room. & in the hall turn on the tv & Kindly turn on the fan in the bedroom. now.,"{""bedroom"": {""fan"": ""on""}, ""hall"": {""tv"": ""on""}, ""living_room"": {""tv"": ""off""}}"
in the bathroom turn off the geyser,"{""bathroom"": {""geyser"": ""off""}}"
fire up the exhaust in the kitchen,"{""kitchen"": {""exhaust"": ""on""}}"
start the fan in the bedroom,"{""bedroom"": {""fan"": ""on""}}"
disable the tv in the hall,"{""hall"": {""tv"": ""off""}}"
Could you turn off the fan in the living_room?,"{""living_room"": {""fan"": ""off""}}"
Working from home today.,"{""dining_room"": {""ac"": ""23\u00b0C""}, ""kitchen"": {""lights"": ""on""}, ""study_room"": {""computer"": ""on"", ""fan"": ""on"", ""lights"": ""bright""}}"
Kindly turn on the tv in the hall.,"{""hall"": {""tv"": ""on""}}"
open the blinds in the bedroom,"{""bedroom"": {""blinds"": ""open""}}"
switch off the geyser in the bathroom,"{""bathroom"": {""geyser"": ""off""}}"
turn off the ac in the dining_room,"{""dining_room"": {""ac"": ""off""}}"
"Hey, make the bathroom lights warm.","{""bathroom"": {""lights"": ""warm""}}"
Activate dinner mode.,"{""dining_room"": {""ac"": ""23\u00b0C"", ""fan"": ""on"", ""lights"": ""warm""}, ""kitchen"": {""exhaust"": ""on"", ""lights"": ""on""}, ""living_room"": {""music_system"": ""soft""}}"
"Please stop the tv in the living_room, also Could you close the blinds in the bedroom? please. now.","{""bedroom"": {""blinds"": ""close""}, ""living_room"": {""tv"": ""off""}}"
disable the exhaust in the bathroom,"{""bathroom"": {""exhaust"": ""off""}}"
"Hey, turn on the tv in the hall please.","{""hall"": {""tv"": ""on""}}"
open the blinds in the balcony,"{""balcony"": {""blinds"": ""open""}}"
"Please in the balcony, open the blinds, also in the dining_room, switch off the ac, also Please set balcony lights to bright. please.","{""balcony"": {""blinds"": ""open"", ""lights"": ""bright""}, ""dining_room"": {""ac"": ""off""}}"
Working from home today.,"{""dining_room"": {""ac"": ""23\u00b0C""}, ""kitchen"": {""lights"": ""on""}, ""study_room"": {""computer"": ""on"", ""fan"": ""on"", ""lights"": ""bright""}}"
set the lights to dim in the bathroom,"{""bathroom"": {""lights"": ""dim""}}"
I want to start the fan in the living_room; Could you turn on the exhaust in the bathroom? now.,"{""bathroom"": {""exhaust"": ""on""}, ""living_room"": {""fan"": ""on""}}"
"I need to Please set hall lights to warm., also Please open the balcony blinds.","{""balcony"": {""blinds"": ""open""}, ""hall"": {""lights"": ""warm""}}"
"Can you shut off the tv in the hall; Hey, open the blinds in the balcony please.; set the lights to warm in the study_room; adjust the lights to dim in the dining_room please.","{""balcony"": {""blinds"": ""open""}, ""dining_room"": {""lights"": ""dim""}, ""hall"": {""tv"": ""off""}, ""study_room"": {""lights"": ""warm""}}"
"in the dining_room, set ac to 19°C","{""dining_room"": {""ac"": ""19\u00b0C""}}"
